train/learning_rate,time/time_elapsed,train/policy_loss,train/entropy_loss,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/explained_variance,rollout/ep_rew_mean,train/n_updates,time/iterations,time/fps
0.0001,84,1304.5750732421875,-15.163317680358887,95.0,8910,13879.333984375,-1.1920928955078125e-07,2222.467827139785,22740,891,105
0.0001,9,9225.1044921875,-15.6502685546875,95.0,990,384137.9375,0.0,2235.904928,22898,99,99
0.0001,19,877.51171875,-14.113716125488281,95.0,1980,6346.43896484375,0.0,2233.8491437999996,22997,198,99
0.0001,29,-56.907936096191406,-15.261953353881836,95.0,2970,26.2073974609375,-3.5762786865234375e-07,2242.0260902903224,23096,297,99
0.0001,39,544.7606201171875,-13.249003410339355,95.0,3960,3733.112548828125,-1.1920928955078125e-07,2246.0287410487804,23195,396,99
0.0001,48,-1227.044677734375,-12.320891380310059,95.0,4950,9619.7314453125,-4.76837158203125e-07,2251.408475192308,23294,495,101
0.0001,57,4867.31640625,-16.10204315185547,95.0,5940,119118.4609375,-1.1920928955078125e-07,2254.731743064516,23393,594,103
0.0001,66,2250.205078125,-12.174653053283691,95.0,6930,34799.2421875,5.960464477539063e-08,2257.1019579027775,23492,693,104
0.0001,75,-50.77600860595703,-15.472970962524414,95.0,7920,14.249658584594727,1.1920928955078125e-07,2259.229479060241,23591,792,105
0.0001,84,1314.421630859375,-14.783409118652344,95.0,8910,13524.2470703125,-1.1920928955078125e-07,2259.71435172043,23690,891,105
0.0001,9,9948.9873046875,-15.677556991577148,95.0,990,383398.84375,-1.1920928955078125e-07,2217.7257842999998,23848,99,108
0.0001,18,865.9407348632812,-13.379890441894531,95.0,1980,6322.7373046875,0.0,2239.1897304000004,23947,198,109
0.0001,26,-55.592689514160156,-14.765617370605469,95.0,2970,25.31325912475586,-1.6689300537109375e-06,2238.302372354839,24046,297,110
0.0001,35,152.91163635253906,-12.926823616027832,95.0,3960,1243.0511474609375,0.0,2246.8431938536587,24145,396,111
0.0001,44,-1093.19140625,-12.092180252075195,95.0,4950,10244.583984375,-5.960464477539062e-07,2250.771538211539,24244,495,110
0.0001,53,4974.02099609375,-16.05423355102539,95.0,5940,118959.890625,0.0,2253.8424651129035,24343,594,110
0.0001,62,2142.72119140625,-12.378838539123535,95.0,6930,34611.02734375,-1.1920928955078125e-07,2255.6775391666665,24442,693,110
0.0001,71,-45.241764068603516,-15.216484069824219,95.0,7920,13.045547485351562,2.980232238769531e-07,2257.235702108434,24541,792,110
0.0001,80,1066.710205078125,-13.832127571105957,95.0,8910,13501.4326171875,0.0,2257.120444827957,24640,891,110
0.0001,8,10118.1328125,-15.782587051391602,95.0,990,382660.34375,-2.384185791015625e-07,2254.5175274000003,24798,99,115
0.0001,17,732.5438232421875,-12.753870964050293,95.0,1980,6166.150390625,0.0,2256.09297855,24897,198,110
0.0001,26,-42.89815139770508,-14.508748054504395,95.0,2970,22.79667854309082,-2.384185791015625e-07,2254.6103216774195,24996,297,110
0.0001,35,640.3121337890625,-14.63537311553955,95.0,3960,3726.763671875,-1.1920928955078125e-07,2254.3195828048783,25095,396,110
0.0001,44,-1280.2618408203125,-12.493711471557617,95.0,4950,11196.97265625,-9.5367431640625e-07,2253.1198115961533,25194,495,110
0.0001,53,4919.65869140625,-15.633196830749512,95.0,5940,118681.0234375,5.960464477539063e-08,2252.1190867258065,25293,594,110
0.0001,63,2047.1998291015625,-12.068601608276367,95.0,6930,34381.0078125,-1.1920928955078125e-07,2254.9427173333333,25392,693,109
0.0001,71,-49.77782440185547,-15.937681198120117,95.0,7920,15.152809143066406,5.960464477539062e-07,2257.301766987952,25491,792,110
0.0001,80,943.3118286132812,-12.553715705871582,95.0,8910,13447.169921875,0.0,2257.369478924731,25590,891,110
0.0001,8,9428.9599609375,-15.958086013793945,95.0,990,383095.0625,5.960464477539063e-08,2269.2858322999996,25748,99,114
0.0001,17,857.4874267578125,-11.712974548339844,95.0,1980,6369.5634765625,-2.384185791015625e-07,2270.56927575,25847,198,114
0.0001,26,-73.64863586425781,-15.348321914672852,95.0,2970,32.34751892089844,4.76837158203125e-07,2269.9978796774194,25946,297,112
0.0001,34,602.9017333984375,-13.443036079406738,95.0,3960,3664.95068359375,0.0,2266.859969780488,26045,396,113
0.0001,43,-1402.50390625,-12.590590476989746,95.0,4950,12021.0869140625,0.0,2261.2216073269233,26144,495,112
0.0001,52,4890.8173828125,-15.769246101379395,95.0,5940,118975.7734375,-1.1920928955078125e-07,2259.4045035806453,26243,594,112
0.0001,61,2218.548583984375,-13.214849472045898,95.0,6930,34143.4609375,1.7881393432617188e-07,2257.937582277778,26342,693,112
0.0001,70,-41.94927215576172,-15.231124877929688,95.0,7920,13.037076950073242,8.344650268554688e-07,2252.3448548674696,26441,792,112
0.0001,79,1164.589111328125,-13.289141654968262,95.0,8910,13440.625,0.0,2251.5932837096775,26540,891,112
0.0001,9,10006.6923828125,-15.665860176086426,95.0,990,382911.4375,0.0,2262.9520882999996,26698,99,105
0.0001,18,831.5093994140625,-12.905430793762207,95.0,1980,6313.8515625,-1.1920928955078125e-07,2258.6109595,26797,198,104
0.0001,28,-55.10795211791992,-14.613568305969238,95.0,2970,27.796611785888672,-1.7881393432617188e-06,2249.3274475483877,26896,297,105
0.0001,37,-1027.6064453125,-15.329089164733887,95.0,3960,5696.95703125,1.7881393432617188e-07,2245.8547790487805,26995,396,106
0.0001,46,-1524.9163818359375,-12.859151840209961,95.0,4950,12955.8359375,-1.1920928955078125e-07,2240.3512623653846,27094,495,106
0.0001,55,4726.24853515625,-15.807004928588867,95.0,5940,118950.4609375,0.0,2243.46078167742,27193,594,106
0.0001,65,2057.9296875,-13.115117073059082,95.0,6930,33876.28515625,-1.1920928955078125e-07,2241.947786902778,27292,693,106
0.0001,74,-50.79174041748047,-15.31861400604248,95.0,7920,16.104427337646484,1.3709068298339844e-06,2242.2264180963853,27391,792,106
0.0001,82,1184.4248046875,-12.790116310119629,95.0,8910,13440.435546875,5.960464477539063e-08,2245.16649655914,27490,891,107
0.0001,8,9274.9619140625,-15.756006240844727,95.0,990,382735.4375,-1.1920928955078125e-07,2258.9159531,27648,99,110
0.0001,18,707.1749877929688,-12.279047012329102,95.0,1980,6336.1826171875,-1.1920928955078125e-07,2264.53469985,27747,198,109
0.0001,26,-71.18513488769531,-15.221386909484863,95.0,2970,32.279335021972656,-1.430511474609375e-06,2266.603909322581,27846,297,110
0.0001,35,466.31805419921875,-13.253979682922363,95.0,3960,2581.36572265625,1.1920928955078125e-07,2265.889410341463,27945,396,110
0.0001,45,-1385.380615234375,-11.807947158813477,95.0,4950,13507.484375,-1.3113021850585938e-06,2266.5073076346152,28044,495,109
0.0001,53,3859.28955078125,-13.741246223449707,95.0,5940,117974.0390625,-1.1920928955078125e-07,2265.464232129032,28143,594,110
0.0001,63,1920.737548828125,-11.513916015625,95.0,6930,34557.7421875,-1.1920928955078125e-07,2266.839518333333,28242,693,109
0.0001,71,-60.31754684448242,-15.704780578613281,95.0,7920,20.567419052124023,1.7285346984863281e-06,2266.7460725783135,28341,792,110
0.0001,80,905.0135498046875,-11.405959129333496,95.0,8910,13570.2216796875,-1.1920928955078125e-07,2266.7793384408606,28440,891,110
0.0001,9,9688.025390625,-15.859288215637207,95.0,990,382471.40625,0.0,2268.8792163,28598,99,106
0.0001,17,614.1744384765625,-10.490084648132324,95.0,1980,6615.09375,0.0,2271.8078905,28697,198,110
0.0001,27,-62.42767333984375,-14.702250480651855,95.0,2970,32.73157501220703,3.5762786865234375e-07,2273.0279592258057,28796,297,109
0.0001,36,465.5264587402344,-10.709108352661133,95.0,3960,3515.74658203125,-1.1920928955078125e-07,2272.2015661951223,28895,396,109
0.0001,44,-1335.5362548828125,-10.63081169128418,95.0,4950,14134.6015625,0.0,2271.050674788462,28994,495,110
0.0001,53,4377.5751953125,-14.183682441711426,95.0,5940,116919.359375,-1.1920928955078125e-07,2270.9847405483874,29093,594,110
0.0001,62,1744.401123046875,-10.842058181762695,95.0,6930,34739.890625,0.0,2271.810980708333,29192,693,111
0.0001,71,-52.80841827392578,-15.329602241516113,95.0,7920,17.748523712158203,-2.384185791015625e-07,2272.279588674699,29291,792,111
0.0001,79,751.69189453125,-10.983095169067383,95.0,8910,13512.146484375,1.7881393432617188e-07,2272.266403139785,29390,891,111
0.0001,8,9658.7880859375,-15.71217155456543,95.0,990,381386.65625,-4.76837158203125e-07,2276.396331,29548,99,111
0.0001,17,663.1016235351562,-10.762258529663086,95.0,1980,6136.7138671875,0.0,2275.8049837999997,29647,198,112
0.0001,26,-71.01504516601562,-15.118841171264648,95.0,2970,36.550384521484375,-1.1920928955078125e-06,2275.592333129032,29746,297,111
0.0001,35,626.0592651367188,-12.752687454223633,95.0,3960,3554.177734375,0.0,2274.277322097561,29845,396,111
0.0001,44,-1220.1539306640625,-10.526885986328125,95.0,4950,14964.884765625,0.0,2273.919593846154,29944,495,112
0.0001,52,4897.8408203125,-15.411476135253906,95.0,5940,117692.9765625,0.0,2273.1267287419355,30043,594,112
0.0001,61,1671.6845703125,-10.955854415893555,95.0,6930,34271.6640625,-1.1920928955078125e-07,2271.558290013889,30142,693,112
0.0001,70,-79.30876922607422,-15.7154541015625,95.0,7920,29.566375732421875,3.635883331298828e-06,2270.986032939759,30241,792,112
0.0001,79,1116.818359375,-10.43329906463623,95.0,8910,12789.580078125,-1.1920928955078125e-07,2269.813042344086,30340,891,112
0.0001,8,9103.0986328125,-15.553296089172363,95.0,990,381079.40625,0.0,2233.1210925,30498,99,111
0.0001,17,667.998046875,-10.495275497436523,95.0,1980,6427.5380859375,-1.1920928955078125e-07,2252.80783475,30597,198,111
0.0001,26,-73.5128402709961,-15.24988079071045,95.0,2970,34.848934173583984,8.940696716308594e-07,2258.805768967742,30696,297,110
0.0001,35,39.104286193847656,-10.626869201660156,95.0,3960,1119.1124267578125,0.0,2252.24029797561,30795,396,110
0.0001,44,-1272.8026123046875,-10.606443405151367,95.0,4950,15755.349609375,-2.384185791015625e-07,2250.5631564807695,30894,495,110
0.0001,53,3801.09375,-12.841560363769531,95.0,5940,116793.6875,-3.5762786865234375e-07,2250.7243148225807,30993,594,111
0.0001,62,1659.0570068359375,-10.557062149047852,95.0,6930,34753.94140625,0.0,2252.231335958333,31092,693,110
0.0001,71,-65.67381286621094,-15.730459213256836,95.0,7920,23.966949462890625,1.6093254089355469e-06,2254.1613160722895,31191,792,110
0.0001,80,872.0302734375,-10.929323196411133,95.0,8910,13576.896484375,5.960464477539063e-08,2256.604041236559,31290,891,110
0.0001,8,9490.8515625,-14.77348804473877,95.0,990,380400.6875,-2.384185791015625e-07,2248.3059246,31448,99,112
0.0001,17,748.9725952148438,-11.055503845214844,95.0,1980,6399.41064453125,0.0,2255.66123065,31547,198,110
0.0001,26,-74.3513412475586,-15.115704536437988,95.0,2970,38.72821807861328,-2.384185791015625e-06,2263.069880032258,31646,297,112
0.0001,35,443.1766662597656,-10.244906425476074,95.0,3960,3542.99365234375,-1.1920928955078125e-07,2261.1262909024395,31745,396,111
0.0001,44,-1597.420166015625,-9.944604873657227,95.0,4950,16639.185546875,1.1920928955078125e-07,2262.196054423077,31844,495,112
0.0001,53,4125.93359375,-12.220673561096191,95.0,5940,116841.5,-1.1920928955078125e-07,2263.90529483871,31943,594,110
0.0001,63,1684.1998291015625,-9.652399063110352,95.0,6930,34565.06640625,0.0,2263.4191512638886,32042,693,109
0.0001,72,-64.22358703613281,-15.700338363647461,95.0,7920,23.501432418823242,5.960464477539062e-07,2262.882859108434,32141,792,109
0.0001,82,718.3043212890625,-9.218297958374023,95.0,8910,11603.4794921875,1.7881393432617188e-07,2253.2685245913976,32240,891,108
0.0001,8,8134.63037109375,-12.073040962219238,95.0,990,379157.78125,0.0,2100.1454802,32398,99,114
0.0001,17,602.9857177734375,-9.126543998718262,95.0,1980,6516.1787109375,-1.1920928955078125e-07,2083.5777190000003,32497,198,111
0.0001,26,-106.83018493652344,-15.620771408081055,95.0,2970,58.03083038330078,-4.76837158203125e-07,2055.317052225807,32596,297,111
0.0001,35,119.59342193603516,-9.254743576049805,95.0,3960,1559.7376708984375,-1.1920928955078125e-07,2063.3610915609756,32695,396,111
0.0001,44,-1218.1614990234375,-9.04292106628418,95.0,4950,17278.90625,0.0,2073.8398297115386,32794,495,111
0.0001,53,2996.77490234375,-10.195377349853516,95.0,5940,116549.3984375,0.0,2081.423847564516,32893,594,110
0.0001,62,1704.07421875,-9.070840835571289,95.0,6930,34482.44140625,-1.1920928955078125e-07,2072.7598728055555,32992,693,110
0.0001,71,-78.14979553222656,-13.462348937988281,95.0,7920,43.03986358642578,2.5033950805664062e-06,2068.6808141927713,33091,792,110
0.0001,81,750.6828002929688,-9.29841423034668,95.0,8910,13536.458984375,5.960464477539063e-08,2066.2431591397853,33190,891,109
0.0001,8,6504.24853515625,-10.621721267700195,95.0,990,378908.46875,0.0,2104.4801736,33348,99,111
0.0001,18,523.6885375976562,-8.83643627166748,95.0,1980,6485.87841796875,0.0,2071.0476588,33447,198,108
0.0001,27,-99.95823669433594,-15.16679859161377,95.0,2970,60.307762145996094,1.0728836059570312e-06,2044.156409935484,33546,297,108
0.0001,36,-1184.708251953125,-8.496973991394043,95.0,3960,20306.09765625,0.0,2023.073625146341,33645,396,108
0.0001,45,-1164.982177734375,-8.596757888793945,95.0,4950,17934.43359375,-1.1920928955078125e-07,2012.8473123461538,33744,495,107
0.0001,56,2599.4326171875,-9.615743637084961,95.0,5940,116449.828125,0.0,2026.842650193548,33843,594,105
0.0001,66,1691.4566650390625,-8.557225227355957,95.0,6930,34800.90234375,0.0,2040.5324950000004,33942,693,103
0.0001,76,-69.93115997314453,-10.545463562011719,95.0,7920,52.66179656982422,2.384185791015625e-06,2036.4604297228914,34041,792,103
0.0001,86,738.7960205078125,-8.541498184204102,95.0,8910,11657.6865234375,1.1920928955078125e-07,2028.151441688172,34140,891,103
0.0001,9,8715.5029296875,-13.665708541870117,95.0,990,378779.375,0.0,2135.4342193999996,34298,99,103
0.0001,19,617.020263671875,-8.772445678710938,95.0,1980,6407.94873046875,0.0,2163.89718765,34397,198,101
0.0001,28,-92.58967590332031,-15.327397346496582,95.0,2970,49.457847595214844,-2.384185791015625e-07,2178.805057741936,34496,297,104
0.0001,38,-312.1735534667969,-8.749846458435059,95.0,3960,2017.873046875,0.0,2190.050561829268,34595,396,102
0.0001,48,-1066.5330810546875,-8.633119583129883,95.0,4950,18708.849609375,0.0,2186.437911,34694,495,102
0.0001,57,3580.432861328125,-11.284196853637695,95.0,5940,116186.9375,-1.1920928955078125e-07,2177.8790540806453,34793,594,103
0.0001,66,1293.6802978515625,-8.72410774230957,95.0,6930,34730.39453125,0.0,2183.227598708333,34892,693,104
0.0001,75,-86.55732727050781,-13.590065002441406,95.0,7920,43.239768981933594,1.7285346984863281e-06,2179.5916634939763,34991,792,105
0.0001,84,691.112548828125,-8.458341598510742,95.0,8910,12829.748046875,0.0,2176.2349597311822,35090,891,105
0.0001,9,7486.52490234375,-11.998041152954102,95.0,990,378739.15625,1.1920928955078125e-07,2147.1447064999998,35248,99,108
0.0001,18,472.2869567871094,-8.291081428527832,95.0,1980,6447.29833984375,0.0,2194.15094975,35347,198,107
0.0001,26,-89.2232666015625,-15.544807434082031,95.0,2970,48.77009963989258,1.4901161193847656e-06,2195.962785,35446,297,110
0.0001,36,-258.19366455078125,-7.734899044036865,95.0,3960,2198.300048828125,5.960464477539063e-08,2200.838383487805,35545,396,109
0.0001,44,-1178.974853515625,-7.694616794586182,95.0,4950,19499.478515625,0.0,2198.4954743653843,35644,495,110
0.0001,54,2972.22900390625,-9.719400405883789,95.0,5940,115852.0,-1.1920928955078125e-07,2198.872415129032,35743,594,109
0.0001,63,1170.0223388671875,-7.648651123046875,95.0,6930,34666.3671875,5.960464477539063e-08,2207.3228660555556,35842,693,109
0.0001,72,-91.91387939453125,-13.722747802734375,95.0,7920,49.942134857177734,2.5033950805664062e-06,2203.7057375783133,35941,792,109
0.0001,81,612.4739379882812,-7.511700630187988,95.0,8910,11832.80859375,0.0,2196.149294150538,36040,891,109
0.0001,9,7556.3408203125,-11.958351135253906,95.0,990,378138.9375,1.7881393432617188e-07,2160.9373551,36198,99,109
0.0001,17,538.9854736328125,-7.7342023849487305,95.0,1980,6494.4716796875,0.0,2167.7571626,36297,198,111
0.0001,26,-110.81636047363281,-15.660476684570312,95.0,2970,56.02216720581055,5.960464477539063e-08,2166.6147997096773,36396,297,111
0.0001,35,263.19342041015625,-7.887347221374512,95.0,3960,3467.04931640625,-1.1920928955078125e-07,2174.839860219512,36495,396,111
0.0001,44,-1222.836181640625,-7.638059139251709,95.0,4950,20284.87890625,-1.1920928955078125e-07,2163.654593057692,36594,495,110
0.0001,53,3369.88037109375,-8.636438369750977,95.0,5940,115891.8984375,0.0,2152.2074588709675,36693,594,110
0.0001,62,1465.890380859375,-7.610337734222412,95.0,6930,34590.3984375,0.0,2153.5233276944446,36792,693,110
0.0001,71,-90.87789154052734,-14.271692276000977,95.0,7920,45.853004455566406,2.6226043701171875e-06,2141.9477612771084,36891,792,110
0.0001,80,529.818115234375,-7.740063667297363,95.0,8910,11565.857421875,0.0,2141.135265569893,36990,891,110
0.0001,9,7067.4912109375,-10.544393539428711,95.0,990,378067.40625,0.0,2094.2558954,37148,99,107
0.0001,17,559.2071533203125,-7.495330810546875,95.0,1980,6490.7314453125,0.0,2088.90815725,37247,198,110
0.0001,27,-119.9112548828125,-15.587389945983887,95.0,2970,70.9406509399414,1.3709068298339844e-06,2053.869502064516,37346,297,109
0.0001,36,-546.1340942382812,-7.736619472503662,95.0,3960,8566.8154296875,5.960464477539063e-08,2031.3838276585366,37445,396,109
0.0001,45,-935.1202392578125,-7.720326900482178,95.0,4950,21061.421875,2.384185791015625e-07,2047.6754983846154,37544,495,109
0.0001,54,3066.12255859375,-9.274677276611328,95.0,5940,115639.625,-1.1920928955078125e-07,2073.0019475806453,37643,594,109
0.0001,63,1461.6300048828125,-7.9558916091918945,95.0,6930,34545.20703125,0.0,2083.0111926111113,37742,693,109
0.0001,72,-92.74270629882812,-15.351058959960938,95.0,7920,41.438167572021484,2.6226043701171875e-06,2096.9120179879515,37841,792,109
0.0001,80,788.5836181640625,-8.056574821472168,95.0,8910,12662.2939453125,-1.1920928955078125e-07,2113.0223690215057,37940,891,110
0.0001,8,9383.279296875,-15.680391311645508,95.0,990,379778.21875,0.0,2248.4650989,38098,99,110
0.0001,18,520.9203491210938,-7.735968589782715,95.0,1980,6320.8662109375,0.0,2252.15599785,38197,198,108
0.0001,28,-98.58495330810547,-14.880514144897461,95.0,2970,54.4866943359375,-1.1920928955078125e-07,2255.819252677419,38296,297,105
0.0001,36,277.387451171875,-7.640423774719238,95.0,3960,3323.95068359375,1.1920928955078125e-07,2261.305370219512,38395,396,108
0.0001,45,-1008.8712768554688,-7.376611232757568,95.0,4950,21855.75390625,1.1920928955078125e-07,2243.4272447115386,38494,495,109
0.0001,54,2485.88232421875,-9.080926895141602,95.0,5940,115365.9765625,-2.384185791015625e-07,2238.3423977096772,38593,594,109
0.0001,63,1102.514892578125,-7.178009986877441,95.0,6930,34354.078125,0.0,2237.4730669305554,38692,693,109
0.0001,71,-102.56246185302734,-13.736318588256836,95.0,7920,58.70664596557617,2.384185791015625e-06,2230.66799686747,38791,792,110
0.0001,81,546.8944091796875,-7.015573024749756,95.0,8910,10769.314453125,0.0,2202.661693344086,38890,891,109
0.0001,8,6174.369140625,-10.338691711425781,95.0,990,377244.0625,0.0,1978.0442449000002,39048,99,113
0.0001,17,540.616455078125,-7.0192670822143555,95.0,1980,6461.00244140625,0.0,2028.3597409000001,39147,198,111
0.0001,26,-126.3270263671875,-15.862104415893555,95.0,2970,78.46054077148438,2.205371856689453e-06,2053.1909391612903,39246,297,112
0.0001,35,-803.77783203125,-6.801451683044434,95.0,3960,18456.7578125,0.0,2001.8074040243903,39345,396,112
0.0001,44,-1195.143798828125,-6.907495975494385,95.0,4950,22649.30078125,-1.1920928955078125e-07,1955.0023297884613,39444,495,112
0.0001,53,2104.02587890625,-7.295583248138428,95.0,5940,115807.140625,0.0,1933.8319495322578,39543,594,111
0.0001,61,1392.01123046875,-6.853148460388184,95.0,6930,34353.875,0.0,1916.2120575694441,39642,693,112
0.0001,70,-85.465576171875,-11.509143829345703,95.0,7920,71.02662658691406,0.0,1909.294742746988,39741,792,112
0.0001,79,383.6903991699219,-6.633653163909912,95.0,8910,9396.056640625,0.0,1898.3758942473114,39840,891,112
0.0001,8,5493.29833984375,-9.789406776428223,95.0,990,376956.5625,0.0,1943.7385821,39998,99,115
0.0001,17,469.75946044921875,-6.740781307220459,95.0,1980,6404.7353515625,1.1920928955078125e-07,2027.8167364500005,40097,198,116
0.0001,26,-99.25334167480469,-15.19111442565918,95.0,2970,56.65815353393555,-1.1920928955078125e-07,2068.155022354839,40196,297,113
0.0001,34,280.23016357421875,-6.986570835113525,95.0,3960,2931.14404296875,0.0,2093.106884512195,40295,396,113
0.0001,43,-872.185546875,-6.993598937988281,95.0,4950,23385.0546875,0.0,2111.031469557692,40394,495,112
0.0001,52,2642.94482421875,-7.481147766113281,95.0,5940,115607.2109375,0.0,2118.5562057096777,40493,594,112
0.0001,61,1127.1246337890625,-6.713845252990723,95.0,6930,34351.27734375,5.960464477539063e-08,2094.550385319444,40592,693,112
0.0001,70,-105.6041259765625,-14.213147163391113,95.0,7920,61.33099365234375,2.4437904357910156e-06,2087.55310473494,40691,792,112
0.0001,79,514.8901977539062,-6.63607120513916,95.0,8910,6643.40625,0.0,2085.5396883655912,40790,891,111
0.0001,8,5256.6689453125,-8.220637321472168,95.0,990,377059.625,2.980232238769531e-07,1949.2536948000002,40948,99,111
0.0001,18,374.42547607421875,-6.486352443695068,95.0,1980,6418.20947265625,0.0,2019.5559468,41047,198,109
0.0001,27,-114.35420227050781,-15.603004455566406,95.0,2970,69.47749328613281,1.9073486328125e-06,2060.2893667741937,41146,297,109
0.0001,35,-2390.565673828125,-6.427959442138672,95.0,3960,121489.7734375,0.0,2036.3295319756098,41245,396,110
0.0001,45,-950.5145263671875,-6.2979230880737305,95.0,4950,24087.3828125,0.0,1984.4137371346153,41344,495,109
0.0001,54,1837.74609375,-6.540264129638672,95.0,5940,115333.4765625,5.960464477539063e-08,1953.8130914838707,41443,594,108
0.0001,64,1169.0611572265625,-6.080821990966797,95.0,6930,34370.2890625,0.0,1925.5438817638892,41542,693,107
0.0001,74,-95.45878601074219,-11.429536819458008,95.0,7920,71.65082550048828,1.6093254089355469e-06,1889.554588253012,41641,792,106
0.0001,83,460.4178771972656,-5.988468647003174,95.0,8910,9324.4384765625,0.0,1886.0982621397848,41740,891,106
0.0001,8,5040.466796875,-8.870882987976074,95.0,990,376757.3125,0.0,1891.538285,41898,99,110
0.0001,18,254.28689575195312,-5.762411594390869,95.0,1980,6383.5888671875,0.0,1995.35171195,41997,198,109
0.0001,27,-120.8689193725586,-15.700505256652832,95.0,2970,72.73685455322266,1.2516975402832031e-06,1992.8834041290322,42096,297,109
0.0001,35,-1465.4541015625,-5.665245532989502,95.0,3960,67196.796875,0.0,1984.4307309512192,42195,396,110
0.0001,45,-673.708984375,-5.599308013916016,95.0,4950,24854.623046875,1.1920928955078125e-07,1999.1076767500003,42294,495,109
0.0001,53,1330.847412109375,-5.8426008224487305,95.0,5940,115267.0,0.0,1997.5026187096776,42393,594,110
0.0001,62,1078.54931640625,-5.324196815490723,95.0,6930,34311.26953125,0.0,1993.163658708333,42492,693,110
0.0001,71,-102.4466552734375,-12.155329704284668,95.0,7920,75.13758850097656,1.6093254089355469e-06,1947.8253911445784,42591,792,110
0.0001,80,465.1512756347656,-5.207184791564941,95.0,8910,9255.8525390625,0.0,1934.5355002365598,42690,891,110
0.0001,10,5388.58447265625,-7.664839744567871,95.0,990,376135.9375,-3.5762786865234375e-07,1762.201493,42848,99,94
0.0001,19,398.35980224609375,-5.067074775695801,95.0,1980,6375.671875,0.0,1897.25578055,42947,198,100
0.0001,28,-95.16767120361328,-14.947111129760742,95.0,2970,57.88298797607422,-1.1920928955078125e-07,2001.5830192580643,43046,297,103
0.0001,37,308.4820556640625,-5.079030513763428,95.0,3960,3300.770751953125,0.0,2051.9241689512196,43145,396,105
0.0001,46,-837.6212768554688,-5.0770134925842285,95.0,4950,25639.859375,1.1920928955078125e-07,2041.8085413653846,43244,495,106
0.0001,55,1843.6968994140625,-5.240525245666504,95.0,5940,115228.640625,0.0,2029.2913280483872,43343,594,106
0.0001,64,532.1912841796875,-5.086529731750488,95.0,6930,34149.9609375,0.0,2012.663538638889,43442,693,107
0.0001,73,-102.84144592285156,-13.448405265808105,95.0,7920,60.16016387939453,2.4437904357910156e-06,2015.9756230481928,43541,792,107
0.0001,82,452.4393005371094,-5.115145206451416,95.0,8910,11071.1806640625,0.0,2031.7009769032254,43640,891,107
0.0001,8,5115.326171875,-8.692333221435547,95.0,990,376144.5625,0.0,2117.6733982,43798,99,112
0.0001,17,284.3282775878906,-4.983292102813721,95.0,1980,6307.81982421875,-1.1920928955078125e-07,2145.9917938,43897,198,110
0.0001,26,-139.43682861328125,-15.319746017456055,95.0,2970,94.8073959350586,7.748603820800781e-07,2092.8218881612906,43996,297,111
0.0001,36,140.68563842773438,-5.127659320831299,95.0,3960,1999.180419921875,5.960464477539063e-08,2092.205044902439,44095,396,109
0.0001,45,-842.0001220703125,-5.2664794921875,95.0,4950,26507.072265625,-8.344650268554688e-07,2128.419408,44194,495,109
0.0001,53,2109.7041015625,-7.124736785888672,95.0,5940,114787.203125,0.0,2148.5516589999997,44293,594,110
0.0001,62,968.7574462890625,-5.065117835998535,95.0,6930,34096.0625,2.384185791015625e-07,2166.5051344166664,44392,693,110
0.0001,71,-87.20668029785156,-15.461076736450195,95.0,7920,42.785919189453125,0.0,2181.3843138674697,44491,792,110
0.0001,80,405.91461181640625,-5.123995304107666,95.0,8910,12829.310546875,1.7881393432617188e-07,2191.294724591398,44590,891,110
0.0001,9,9732.271484375,-15.077425956726074,95.0,990,377975.90625,0.0,2279.6807994,44748,99,108
0.0001,18,406.7264099121094,-5.252354621887207,95.0,1980,6315.2470703125,0.0,2279.9242464999998,44847,198,106
0.0001,27,-105.2225341796875,-14.503236770629883,95.0,2970,65.6554183959961,1.1920928955078125e-06,2271.255146451613,44946,297,108
0.0001,37,344.48944091796875,-5.186237335205078,95.0,3960,3196.91357421875,2.980232238769531e-07,2246.2567789756094,45045,396,106
0.0001,46,-1113.836181640625,-5.180161476135254,95.0,4950,27591.30859375,-1.1920928955078125e-07,2231.4748359999994,45144,495,105
0.0001,55,1527.215576171875,-6.068702220916748,95.0,5940,114430.796875,5.960464477539063e-08,2233.744204016129,45243,594,106
0.0001,64,1097.0313720703125,-5.178733825683594,95.0,6930,34158.078125,-1.1920928955078125e-07,2233.8893920694445,45342,693,106
0.0001,73,-114.06297302246094,-12.230749130249023,95.0,7920,81.8116683959961,1.4901161193847656e-06,2216.9242024819273,45441,792,107
0.0001,82,481.339599609375,-5.293112754821777,95.0,8910,9186.103515625,0.0,2205.9458123548384,45540,891,107
0.0001,8,4039.460205078125,-5.93084192276001,95.0,990,376010.5,2.980232238769531e-07,1827.8879205,45698,99,110
0.0001,17,319.7867431640625,-5.3122382164001465,95.0,1980,6301.79443359375,-1.1920928955078125e-07,1752.6960766,45797,198,110
0.0001,26,-147.40774536132812,-14.977523803710938,95.0,2970,110.55316162109375,2.086162567138672e-06,1690.0509486774192,45896,297,111
0.0001,37,-1420.8240966796875,-5.351278305053711,95.0,3960,103930.65625,-1.1920928955078125e-07,1650.1163017317074,45995,396,106
0.0001,46,-931.5921630859375,-5.263524055480957,95.0,4950,28292.396484375,0.0,1684.4283658461536,46094,495,107
